source_position,item_code,uom,display_name,category,detected_brand,detected_model
6163,BAT-BOSSMAN-20V,PCS,Bossman Economic Series 4.0AH 20V Battery,Electrical,,
5141,SAF-SHO-SAL-41#,PAIR,Tron Safety Shoe 41/7,Safety & Workwear,,
5142,SAF-SHO-SAL-42#,PAIR,Tron Safety Shoe 42/8,Safety & Workwear,,
5143,SAF-SHO-SAL-43#,PAIR,Tron Safety Shoe 43/9,Safety & Workwear,,
5144,SAF-SHO-SAL-44#,PAIR,Tron Safety Shoe 44/10,Safety & Workwear,,
3916,GAR-SPR-YEW-16L,PCS,16 LTR Yellow Sprayer (plantmate),Outdoor & Garden,,
2921,GAS-STO-HM-HGB-1690,UNIT,Homa Plus Cast Iron Automatic Stove (31A)-1690,Home Appliances,,
6201,MAN-COV-BNH,PCS,18 X 24 Bnh Rectangular Polythene Manhole Cover,Plumbing,,
4336,TOPLUS-GOLD-5L-C,CAN,5L Toplus Gold C Base,Paint & Sundries,,
3010,ELE-CEI-LIG-4001/400-CL,PCS,Ceiling Light 4001-400,Lighting,,
