source_position,item_code,uom,display_name,category,detected_brand,detected_model
5968,GRA-CUT-LIN-YEL,PCK,Square Trimer Line-yellow (PCK),Outdoor & Garden,,
7636,WAT-TUB-TSP-2021,PCS,Bath Dipper,Other,,
7736,ELE-WOO-BLOCK-7X9,PCS,Wood Block 7 X 9,Electrical,,
6553,IND-WIR-MES-PVC121218,FTS,PVC Coated Wire Mesh 1/2 X 1/2 X 3,Electrical,,
7742,"FIT-UPVC-U VENT- 4""",PCS,4 (110MM) U Vent Cowl,Plumbing,,
7533,FIT-GAL-ELBW-18MM,PCS,Galvanised Elbow (90) 18MM,Plumbing,,
2934,HOS-NET-MIK-19MM,MTR,Mikasa Net Hose - 19MM X 50M,Outdoor & Garden,,
5162,DOR-HIN-BLK-100MM,PAIR,Iron Hinges Black 4 (PAIR),Home Appliances,,
7677,CUT-DIS-WOO-KNI-100MM,PCS,Sawman Wool Polishing Disc 4,Abrasives & Cutting,,
6365,PAI-BRU-633-075MM,PCS,Paint Brush 633 X 75MM (PCS),Paint & Sundries,,
