source_position,item_code,uom,display_name,category,detected_brand,detected_model
6170,MEA-TAP-STE-2067#-30M,PCS,M'man 30M Steel Tape 2067 - 30M,Hand Tools,,
7025,TOO-PLU-COU-SMY-RND,PCS,Quick Coupler Three Way-round,Power Tool Accessories,,
4172,SAF-SLI-GLO-3TON4M,LGTH,Webbing Sling (glolift) 75MM 3 Ton X 4M,Lifting & Rigging,,
6016,CUT-SAW-SET-BLM8,PCS,Sensui Sawset Plier 8,Hand Tools,,
6346,MIDDY-CORNER OUT-G100CO-W,PCS,Middy:corner Out (white),Other,,
4207,SAF-SLI-GLO-2TON6M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 6M,Lifting & Rigging,,
6531,IND-DUS-GLO-120L-TYRE,PCS,120 Liter Dustbin - Tyre,Automotive,,
6137,"CUT-KNIFE-12""-KWONG",PCS,13 Kwong Knife,Abrasives & Cutting,,
7136,TOO-PLU-COU-SMV-RND,PCS,Quick Coupler Two Way-round,Power Tool Accessories,,
3273,SCP-PLA-EXT-5KG,CAN,5KG Scp Exterior Skim Plasta,Paint & Sundries,,
