source_position,item_code,uom,display_name,category,detected_brand,detected_model
5452,COV-JAC-RED-L,PCS,Red Jacket (r) : L,Outdoor & Garden,,
5505,COV-JAC-L/B-XL,PCS,L/blue Jacket (r) : XL,Outdoor & Garden,,
7281,CHA-BBE4-EV,PCS,Battery Charger For Bossman,Electrical,,
4748,SAF-SLI-GLO-2TON8M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 8M,Lifting & Rigging,,
6628,JAC-BOT-CNN-R02TON,PCS,China Bottle Jack - 2.0 Ton,Lifting & Rigging,,
5629,TOO-PLI-CIR-STA-84271,PCS,7 Circlip Pliers- Straight Ext,Power Tools,,
6732,RAI-BOO-TCS5-39#5,PAIR,Tc S5 Yellow Safety Rain Boots 5,Safety & Workwear,,
6733,RAI-BOO-TCS5-42#8,PAIR,Tc S5 Yellow Safety Rain Boots 8,Safety & Workwear,,
7337,BURR-ROT-MB009,SET,6PCS Rotary Tungsten Burr,Power Tool Accessories,,
6687,SAF-CON-FLEX-ORANGE,PCS,16 Flexi Traffic Safety Cone,Safety & Workwear,,
