source_position,item_code,uom,display_name,category,detected_brand,detected_model
5756,SAF-SHO-AVV-40#,PAIR,Avvio Safety Shoe 40/6,Safety & Workwear,,
5757,SAF-SHO-AVV-42#,PAIR,Avvio Safety Shoe 42/8,Safety & Workwear,,
5758,SAF-SHO-AVV-43#,PAIR,Avvio Safety Shoe 43/9,Safety & Workwear,,
5759,SAF-SHO-AVV-44#,PAIR,Avvio Safety Shoe 44/10,Safety & Workwear,,
5648,WIR-BRC-601X30M,ROLL,610 X 30M Welded MS Grill,Other,,
3497,EXH-FAN-CIMA-EF-10-12F-CIE-WH,SET,Siberair Ceiling Exhaust Fan 10,Fans & Ventilation,,
5832,SAF-SHO-SANO-40#,PAIR,Sano Safety Shoe 40/6,Safety & Workwear,,
5833,SAF-SHO-SANO-44#,PAIR,Sano Safety Shoe 44/10,Safety & Workwear,,
5942,SAF-SHO-SAL-40#,PAIR,Tron Safety Shoe 40/6,Safety & Workwear,,
4656,GAR-SHE-TIG-8541,PCS,Telescopic Hadge Shear : Tiger Taiwai 8541,Outdoor & Garden,,
