source_position,item_code,uom,display_name,category,detected_brand,detected_model
4355,TOPLUS-GOLD-5L-D,CAN,5L Toplus Gold D Base,Paint & Sundries,,
2671,WEL-MAC-FIG-MMA160,UNIT,Fighter Inverter Welding Machine 160A,Welding,,
4321,LAD-ALU-AT-DS10,UNIT,At 10 Step D/side Aluminium Ladder,Ladders & Access,,
4230,HOS-GAR-SET-SWHR-WA20M,SET,20M Wall Mounted Auto. Reel Retractable Set 1/2,Fishing & Tackle,,
3229,JQB-JUMP-XPRESS-ULTRA,UNIT,Jqb Jump Starter Jumpxpress Ultra,Power Tools,,
4389,LAD-H/D-STRO-SS06,UNIT,S/sided H/d Ladder 6 Step,Ladders & Access,,
4743,LAD-ALU-AT-DS08,UNIT,At 8 Step D/side Aluminium Ladder,Ladders & Access,,
3502,JQB-JUMP-XPRESS-LITE,UNIT,Jqb Jump Starter Jumpxpress Lite,Power Tools,,
4506,RIC-COO-PSN-SR-E28A-LL,PCS,2.8L Conventional R/c (lily White),Other,,
3895,IND-DUS-SCH-120L,UNIT,Schaefer Waste Container (green) 120L,Plumbing,,
