source_position,item_code,uom,display_name,category,detected_brand,detected_model
6363,LAM-INC-RF300WH,BOX,300W Sport Light,Lighting,,
4990,TOO-ELE-GUN-PIN-40W,PCS,40W Pinsun Soldering Iron Gun,Home Appliances,,
6505,SMR-TCT-HOL-SAW-19MM,PCS,Smr Tct Holesaw 19MM,Power Tool Accessories,,
7033,"CHA-SAW-CHA-6""",PCS,6 Chainsaw Chain,"Rope, Chain & Netting",,
7510,SWI-CON-TBC-20A,PCS,Plasma Tbc 20A 10 Way Terminal Block,Electrical,,
7489,"VAL-FOOT-BRA-VIP526-3/4""",PCS,Spring Foot Valve: Brass (526) Vip 3/4,Plumbing,,
7060,CHI-WAT-2GAL-6302,SET,2 Gal Water Container For Chick,Housewares,,
7549,GUN-TAC-REF-TR45-10MM,SET,"3/8""/10MM Sharpshooter Staples Bullet",Fasteners & Fixings,,
7074,TOO-FIL-SENSUI-SNF002-C,PCS,10 Sensui Metal Round File,Hand Tools,,
7540,"DRI-AUG-SDS-5/8""",PCS,5/8 Sds Plus Auger Bit,Power Tool Accessories,,
