source_position,item_code,uom,display_name,category,detected_brand,detected_model
6487,ARG-GAS-CYL,PCS,Seamless Steel Cyl Valve Argon Gas,Plumbing,,
3168,FAN-CEI-ALP-FC13,UNIT,Cosa Express 54''/5B LED Ceiling Fan -matt Blk,Fans & Ventilation,,
6024,LAD-ALU-AT-DS09,UNIT,At 9 Step D/side Aluminium Ladder,Ladders & Access,,
2890,JQB-SUNWAVE-32W,UNIT,Jqb Foldable Solar Panel 32W,Power Tools,,
3232,PSN-NC-EG4000PSK,PCS,4L Binchotan Thermo Pot,Home Appliances,,
4532,PRO-COAT-Z888-NANO-1KG,BTL,Pro Z 888 Nano Waterproofing (1KG),Paint & Sundries,,
5706,"SHH-LEAD-CHAIN-0.25 3/4"" 8'",SET,0.25 3/4 8 C. M. C. N. (lead Chain) (shl),"Rope, Chain & Netting",,
5705,SHH-LEAD-CHAIN-0.25 3/4 7',PCS,0.30 3/4 7 N. M. C. N (lead Chain) (shl),"Rope, Chain & Netting",,
3280,"FAN-STA-SINO-18""",SET,Sino 18 (ssfc) Stand Fan,Fans & Ventilation,,
6123,LOC-STA-827-426,PCS,827-420 3PC 50MM Sb Padlock Set,Locks & Security,,
