source_position,item_code,uom,display_name,category,detected_brand,detected_model
7218,SHH-BLK-NYL-210/21-BK,PCS,210/21 100G Black Nylon Twine (308),"Rope, Chain & Netting",,
7221,SHH-LIG-NYL-210/21,PCS,210/21 100G L. Brown Nylon T.(LIVLON)(357),Fishing & Tackle,,
5526,ROP-NYL-1MM,COIL,1.0MM Nylon String,"Rope, Chain & Netting",,
7220,SHH-LIG-NYL-210/18,PCS,210/18 100G L. Brown Nylon Twine (LIVLON)(357),"Rope, Chain & Netting",,
7219,SHH-LIG-NYL-210/12,PCS,210/12 100G L. Brown Nylon (LIVLON)(357),Fishing & Tackle,,
7222,SHH-LIG-NYL-210/9,PCS,210/9 100G Light Brown N. T.(LIVLON)(357),Fishing & Tackle,,
7303,"HOS-FLE-BT/M039-10""",PCS,10 Flexible Hose,Outdoor & Garden,,
4672,TOO-WRE-KEY-ATHM-5,PCS,Arrow T Flat Hex Key (metric) With Plastic Handle - 5MM,Doors & Hardware,,
7257,"SHH-PE.BAG-24""",PCS,P. E. Bags 24,Fishing & Tackle,,
7589,DOR-PAD-KTAC100,SET,4 King Top A/c Surface Bolt,Fasteners & Fixings,,
