source_position,item_code,uom,display_name,category,detected_brand,detected_model
5870,SAF-SHO-LAU-41#,PAIR,Laufen Safety Shoe 41/7,Safety & Workwear,,
5871,SAF-SHO-LAU-43#,PAIR,Laufen Safety Shoe 43/9,Safety & Workwear,,
5939,SAF-SHO-LAU-44#,PAIR,Laufen Safety Shoe 44/10,Safety & Workwear,,
4012,TOO-COM-IRO-BUL-44MM,PCS,44MM Iron Bull Spanner,Hand Tools,,
6085,SAF-SHO-PCSL911-8/42#,PAIR,Picasaf Sport Leisure Safety Shoe 911 8/42,Safety & Workwear,,
6086,SAF-SHO-PCSL911-9/43#,PAIR,Picasaf Sport Leisure Safety Shoe 911 9/43,Safety & Workwear,,
2980,THI-10KG,TIN,Gold Pyramid 10KG Thinner,Paint & Sundries,,
3452,GAS-STO-HM-HGB-1630,UNIT,Homa Plus Ab Type Gas Furnace (993) - 1630,Home Appliances,,
4977,"FAS-SCR-P/H-1 1/4"" X 8#-BOX",BOX,Sr P/h Self Drilling Screw 1 1/4 X 8,Fasteners & Fixings,,
4968,TOO-HAN-RAT-STA-12MM,PCS,"1/2 Round Head Ratchet 10""/254MM",Power Tools,,
