source_position,item_code,uom,display_name,category,detected_brand,detected_model
5020,TOPLUS-300-07L,CAN,7L Toplus Emulsion 300 Cream,Paint & Sundries,,
5021,TOPLUS-565-07L,CAN,7L Toplus Emulsion 565 Lakeland,Paint & Sundries,,
5022,TOPLUS-658-07L,CAN,7L Toplus Emulsion 658 Sweet Sundae,Paint & Sundries,,
5030,COV-JAC-L/B-M,PCS,L/blue Jacket (r) : M,Outdoor & Garden,,
5031,COV-JAC-RED-M,PCS,Red Jacket (r) : M,Outdoor & Garden,,
5032,COV-JAC-RED-XL,PCS,Red Jacket (r) : XL,Outdoor & Garden,,
5183,TOO-PLI-CIR-STA-SI175,PCS,7 Circlip Pliers- Straight Int,Power Tools,,
3227,HOS-CLE-01630,COIL,16MM X 30M Clear Hose,Outdoor & Garden,,
6367,RAI-BOO-TCS5-41#7,PAIR,Tc S5 Yellow Safety Rain Boots 7,Safety & Workwear,,
6368,RAI-BOO-TCS5-45#11,PAIR,Tc S5 Yellow Safety Rain Boots 11,Safety & Workwear,,
