source_position,item_code,uom,display_name,category,detected_brand,detected_model
4115,LIG-EM-EL-LE115,SET,ECONLITE'15 X LED Emergency Light (jkr Approved),Lighting,,
4707,FIR-EXT-ABC-1KG,NOS,1KG Abc Fire Extinguisher,Safety & Workwear,,
4114,LED-INS-KIL-2W,PCS,LED Insect Killer 2W,Lighting,,
7324,TOO-CUT-BOL-STA-9920144312,PCS,"12""/305MM Bolt Cutter",Fasteners & Fixings,,
6751,SHH-ROD-KQO180,PCS,Kaqiou/a 180 (6'0'') Fishing Rod (casting Rod),Fishing & Tackle,,
4453,RIKB-KEY-BOX-IRON-45050(54),PCS,Rikb 54 Rod Iron Key Box,Home Appliances,,
6032,TAP-SET-20PCS,SET,20PCS Tap And Die Set,Plumbing,,
7468,TOO-CUT-CAL-LMA01-B,PCS,24 Lead Cable Cutter,Electrical,,
5994,KGR-ALU-PAI-2.5L,TIN,Kangaroo Brand 250 Aluminium Paint 2.5 Litre,Paint & Sundries,,
3965,TOO-DRV-STA-SET-8PCS,SET,8PCS Cushion Grip S/dr Sets,Power Tools,,
