source_position,item_code,uom,display_name,category,detected_brand,detected_model
4654,DUR-BON-820-3KG,TIN,3KG 820 Durobond Contact Adhesive,Chemicals & Adhesives,,
6189,"DIG-CAL-6""-6158",PCS,Mii Digital Caliper 6,Hand Tools,,
6121,HOS-REL-EAG-6230#,PCS,Eagle H/duty Portable Hose Reel (6230 ),Fishing & Tackle,,
6200,JAC-BOT-CNN-6T,PCS,6T Bottle Jack-cn,Automotive,,
6242,"ALUM-ROU-20'X1.1/2""",PCS,Na X 20 X 1 1/2 Round Tube,Building Materials,,
6120,ENR-METAL-EMER-32,PCK,Enr Metal Emergency Beacon Light,Other,,
6273,ALUM-ROU-32MM-20'-MB,PCS,Mb X 20 X 1.1/4 Round Tube,Building Materials,,
6980,CUT-PIP-STA-42MM,PCS,PVC Pipe Cutter (up To 42MM),Plumbing,,
6371,SAF-SHO-SAV-40/6#,PAIR,Savvi Safety Shoe 40/6,Safety & Workwear,,
6372,SAF-SHO-SAV-42/8#,PAIR,Savvi Safety Shoe 42/8,Safety & Workwear,,
