source_position,item_code,uom,display_name,category,detected_brand,detected_model
6387,TOO-PLI-COM-STA-150,PCS,6 Dynagrip HD Combination Plier,Hand Tools,,
6402,"IND-CAS-PVC-SWI-4""",PCS,Medium Duty Red PVC Swivel Wheel 4,Fishing & Tackle,,
6408,TOO-CLA-F-ATB120X300,PCS,12 X 120MM Arrow F Type Wood Clamp,Hand Tools,,
5194,"DOR-ROL-GAT-2.5""",PCS,Galv. U Folding Gate Bearing 2.5,Doors & Hardware,,
6389,TOO-WRE-AHD10,UNIT,10 Arrow Black-finished H/d Adjustable Wrench,Hand Tools,,
4017,WAL-DOW-81157-1 BK,PCS,Up Down Lite 81157/1 Bk,Lighting,,
6313,TL2087POLY-DC4,ROLL,Thailion 2087 4 Polyethylene Dampcourse,Other,,
3439,TOO-DRV-STA-SET-4PCS,SET,4PCS Cushion Grip S/dr Sets,Power Tools,,
3917,GAS-REG-BTY 16/17A,PCS,Hpg Regulator (horizontal-type),Home Appliances,,
6349,SAF-BEL-IND-SH6,PCS,R'yal Body Harness Safety Belt,Safety & Workwear,,
