source_position,item_code,uom,display_name,category,detected_brand,detected_model
7494,"ELE-D/L-629/6""-ROU-BLU",PCS,Down Lite 629/6 Round - Wh+bl,Electrical,,
7520,HAR-GI-LIFT-WHI,PCS,Sam Lee Oil Palm D-harvesting Lifter GI Pipe,Plumbing,,
7491,BATT-SOLAR-FAN,PCS,Battery Solar Fan,Electrical,,
6240,VAL-BAL-CNN-38MM,PCS,Steel Ball Valve - Cnn 38 MM,Plumbing,,
6935,CAR-WAX-STA-OFF-STI,PCS,So Stains Off Sticker - 500ML,Signage & Numbering,,
7008,SHH-NYL-NET-6-SHR,PCS,Automatic Fishing Net Shrimp Cages 6 Hole,Fishing & Tackle,,
7496,ELE-GRW-63A3PMCB,EA,Grow 63A 3P Mcb,Electrical,,
7000,CHA-SAW-CHA-IETO,PCS,Chain Saw (chain),"Rope, Chain & Netting",,
6268,TOO-SPA-BEN-BLK-09MM,LGHT,BAR Bender: (m) Black 3/8,Power Tools,,
7072,TOO-CHI-STA-12MM,PCS,"1/2""/12MM Dynagrip Wood Chisel",Hand Tools,,
