source_position,item_code,uom,display_name,category,detected_brand,detected_model
6971,RAI-BOO-BLA-RUB-038#,PAIR,8834 Black Rubber Shoes W/studs 38,Curtains & Blinds,,
7480,"DRI-AUG-SDS-1/4""",PCS,1/4 Sds Plus Auger Bit,Power Tool Accessories,,
6159,TOO-ELE-TES-BRA,PCS,Brass Test Pen (yellow Card),Power Tools,,
4528,FLO-PVC-NO.25610,MTR,PVC Flooring No. 522-06,Flooring,,
4554,FLO-PVC-353-13,MTR,PVC Flooring No. 514-05,Flooring,,
4555,FLO-PVC-NO-283391-3,MTR,PVC Flooring No. 505-11,Flooring,,
7501,BNW-B&N-ORI-12125,KGS,Mild Steel Bolt & Nut 1/2 X 5,Fasteners & Fixings,,
7515,PIP-EXT-26175,PCS,"1/2""-3/4 Pipe Extractor",Plumbing,,
6958,"SHA-FLE-33""",PCS,Flexible Shaft 33,Other,,
7547,"DRA-SLI-WHI-16""",SET,Drawer Slide (light Duty) 16,Plumbing,,
