source_position,item_code,uom,display_name,category,detected_brand,detected_model
6099,DRI-BIT-116R,PCS,50MM Hitmax Diamond Core Bit,Power Tool Accessories,,
6719,CAR-WAX-ANT-CLO,PCS,AC Anti Clog,Automotive,,
6821,TOO-VIC-TAB-70MM,PCS,3 Table Vice,Hand Tools,,
6823,TOO-WRE-ADJ-STA-STMT87432-8,PCS,8 Adjustable Wrench,Hand Tools,,
6805,ICE-COO-INO-9LTR-THBW/K-3,PCS,Inova 9 Ltr. Ice Cooler,Other,,
7341,ELE-BOX-MCB-19WAY,PCS,Tc 19 Way Mcb Box,Electrical,,
6791,ALUM-ROU-32MM-10'-MB,PCS,Mb X 10 X 1.1/4 Round Tube,Building Materials,,
6900,"SHH-CRA-NET-7""",PCS,"(7"") Hammock Net",Fishing & Tackle,,
6824,TOW-ROP-5T4M,PCS,12 X 4M Steel Towing Rope,"Rope, Chain & Netting",,
4657,GAS-REG-ZR-2017BT,PCS,Zenne Gas Regulator,Home Appliances,,
