source_position,item_code,uom,display_name,category,detected_brand,detected_model
7216,NUM-80MM-J,PCS,Venus Home Numbering 80MM - J,Signage & Numbering,,
7307,"WHE-NYL-CAS-2""-2268#",SET,M'man PVC Swivel Caster 2268,Fishing & Tackle,,
7224,AER-BOT-WAT-TAP,PCS,Aerico Bottle Water Tap,Other,,
6429,"TOO-FIL-HAL-ROU-WOO-8""",PCS,8 King Top Half Round Wood Rasp,Power Tools,,
6724,DRI-BIT-116F,PCS,16MM Hitmax Diamond Core Bit,Power Tool Accessories,,
7255,PAI-GAL-J604S,PCS,4 Gallon Pail,Housewares,,
7256,SAF-MAS-305,PCS,R'key Chemical Respirator 305,Safety & Workwear,,
7241,PLA-BAG-BLA-08X10,PCK,8 X 10 X 1KG PE (black),Packaging,,
7290,"SANDEX-VEL-SPO-4""",PCS,Sandex 4 Velcro Polish Sponge (thick),Abrasives & Cutting,,
7323,TOO-CHI-HTS250,PCS,10 Pointed Spring Chisel,Hand Tools,,
