source_position,item_code,uom,display_name,category,detected_brand,detected_model
6794,CAR-WAX-STA-STE-SHI,PCS,Sss Stainless Steel Shine - 500ML,Automotive,,
7416,"DRI-AUG-BIT-1""X200",PCS,1 X 200 Star-m Auger Bit (b),Power Tool Accessories,,
7429,"VAL-CHE-BRA-VIP523-3/4""",PCS,Spring Check Valve: Brass Vip 523 3/4,Plumbing,,
5094,DOR-LOC-YEROY-70MM,PCS,70MM Yeroy Single Side Lock Cylinder,Locks & Security,,
6204,PAI-SPR-KIMLAC-9611,TIN,Kimlac Brand Spray Paint 9611,Paint & Sundries,,
6861,CAR-MET-CRYST-WAX-200ML,PCS,Aa Metallic Crystal Wax 200ML,Automotive,,
6023,GRA-CUT-BLA-6T,PCS,6T Blade Cut Grass Trimmer Head,Outdoor & Garden,,
6158,TOO-DRV-SET-APS355,SET,Arrow Electronics Bit Driver Set,Power Tools,,
6001,"TOO-CHI-WOO-4""",PCS,4 Wood Carving Disc,Power Tools,,
5988,BBQ-CHA-BRI-3KG,BOX,3KG Charcoal Briquette,Outdoor & Garden,,
