source_position,item_code,uom,display_name,category,detected_brand,detected_model
6975,TOO-CLA-G-RED-100,PCS,G-clamp (red) 4,Hand Tools,,
5820,BRO-FLO-HORSE,PCS,Horse Palmo Broom With Handle,Doors & Hardware,,
5490,NUM-80MM-3,PCS,Acp Numbering 80MM - 3,Signage & Numbering,,
5521,NUM-80MM-5,PCS,Acp Numbering 80MM - 5,Signage & Numbering,,
6495,DRI-CER-BLI-10MM(+),PCS,Blimax Multi Ceramic Cross Drill Bit - 10MM (+),Power Tool Accessories,,
7026,TOO-SPA-BEN-09MM,PCS,Bend Spanner 3/8,Hand Tools,,
7055,TOO-SPA-BEN-07MM,PCS,Bend Spanner 5/16,Hand Tools,,
5374,ROP-NYL-2.5MM,COIL,2.5MM Nylon String,"Rope, Chain & Netting",,
7005,FOLD-SQUIR-RAT-CAG,PCS,5-1/2 X 11 Foldable Squirrel Mouse Case,Other,,
7521,TOO-DRV-SET31IN1,SET,31 IN 1 Electro Multi Screw-driver,Fasteners & Fixings,,
