source_position,item_code,uom,display_name,category,detected_brand,detected_model
5383,TOO-ELE-GUN-MGG01-60W,PCS,60W Hot Glue Gun,Chemicals & Adhesives,,
6305,RAI-SUI-SUP-M,PCS,Supersonic PVC Rain Suit Trouser : M,Curtains & Blinds,,
6306,RAI-SUI-SUP-XL,PCS,Supersonic PVC Rain Suit Trouser : XL,Curtains & Blinds,,
4374,SAF-SLI-GLO-2TON5M,LGTH,Webbing Sling (glolift) 50MM 2 Ton X 5M,Lifting & Rigging,,
3982,SHO-BLACKRINO-05387,PCS,Br 8012 1.5M Blackrino H/duty Shower Hose,Bathroom,,
6428,"TOO-DRV-STA-TAN-8MM-12""X#3(+) 996065260",PCS,Tank Thru Screwdriver - 8MM X 12 X 3 (+),Hand Tools,,
4885,WOR-MARK-X-CHA-5502,PCS,Worker Charger - 5502,Power Tools,,
5418,TOO-PLI-CRI-STA-225,PCS,9 Crimping Pliers,Power Tools,,
6435,CAR-WAX-LV-OIL,PCS,Luxewood Vitality Oil,Automotive,,
6504,"SHH-ROU-LAN-NET-17""",PCS,Round Landing Net 17 PE Net,Fishing & Tackle,,
