source_position,item_code,uom,display_name,category,detected_brand,detected_model
4715,LAD-H/D-STRO-DS02,UNIT,H/d Double Side Ladder 2 Step,Ladders & Access,,
4744,NP-BAR-14501-5L,UNIT,5L Np Bintang Auto Refinish 14051 Chili Red,Other,,
4801,NP-BAR-999-5L,UNIT,5L Np Bintang Auto Refinish 999 White (basic),Other,,
3897,KGR-FLO-COA-9283,TIN,Kangaroo Floor Coat 9283 - Tropical Green,Paint & Sundries,,
4031,KGR-FLO-COA-9285,TIN,Kangaroo Floor Coat 9285 - Brown,Paint & Sundries,,
3786,JQB-JUMP-XPRESS-BASIC,UNIT,Jqb Jump Starter Jumpxpress Basic,Power Tools,,
4988,TAB-PLA-SQU-3'X3'-SWM2388,SET,3 X 3 Square Plastic Table,Housewares,,
6061,BAT-BL2018-KR,PCS,Battery Pack 2.0AH Lithium Ion 18V,Electrical,,
6397,ELE-PEN-5566/3-PL,PCS,Pendant Light 5566-3,Electrical,,
3886,DOR-WOO-FRA-2X4,SET,Door Frame 2 X 4 X 34 X 84,Doors & Hardware,,
