source_position,item_code,uom,display_name,category,detected_brand,detected_model
6779,TOO-WRE-ADJ-STA-250,PCS,10 Adjustable Wrench,Hand Tools,,
5709,TOO-PLI-CIR-STA-BE175,PCS,7 Circlip Pliers- Bent Ext,Power Tools,,
6655,"CUT-KNIFE-20""",PCS,Knife 20,Abrasives & Cutting,,
6822,TOO-WRE-ADJ-GD375,PCS,Gd Adjustable Wrench 15,Hand Tools,,
3682,DOR-INS-KIT-120MM,PCS,120MM Bott Installation Kit,Doors & Hardware,,
4733,CAN-JER-40018,UNIT,18L Jerrycan,Housewares,,
5607,DOR-ROL-TYSON-2011,SET,Tyson 2011 Sliding Roller,Doors & Hardware,,
7300,ELE-PLA-ROLLER-TC 11',PCS,Tc 11 Plastic Roller (almighthy),Electrical,,
5789,TOO-PLI-LON-STA-200,PCS,8 Maxgrip Bi-material Long Nose Pliers,Power Tools,,
6694,AIR-GAU-LTMS,SET,Inflator And Gauge Kit,Automotive,,
