source_position,item_code,uom,display_name,category,detected_brand,detected_model
6373,SAF-SHO-SAV-43/9#,PAIR,Savvi Safety Shoe 43/9,Safety & Workwear,,
6374,SAF-SHO-SAV-44/10#,PAIR,Savvi Safety Shoe 44/10,Safety & Workwear,,
6405,SAF-SHO-SAV-41/7#,PAIR,Savvi Safety Shoe 41/7,Safety & Workwear,,
6321,"ALUM-ROU-NA-20'X1.1/4""",PCS,Na X 20 X 1 1/4 Round Tube,Building Materials,,
6300,FIB-CLO-GUM,SET,Fiber+cloth+gum,Other,,
6328,JAC-BOT-CNN-R05TON,PCS,China Bottle Jack - 5.0 Ton,Lifting & Rigging,,
6460,TOO-COM-SET-ISS03,SET,Topwins 14PCS Combination Spanner (yellow),Hand Tools,,
6250,DOR-LOC-MOR-KINGKU,PCS,Kingku 45MM X 85MM SS Mortise Lock Case,Locks & Security,,
7194,DRI-SET-HOLE-SAW-17PCS,SET,17PCS Hitmax Hss Hole Saw Set,Power Tool Accessories,,
6184,TOR-ENE-HDD-6V,PCK,Heavy Duty Dolphin - 6V,Other,,
