source_position,item_code,uom,display_name,category,detected_brand,detected_model
6198,GRA-CUT-BLA-35590,PCS,14 Tanaka Square Brush Culter,Outdoor & Garden,,
6427,"TOO-BAR-WRE-BEN-24""",PCS,Gd Wrecking BAR (bent) 24,Power Tools,,
7107,"IND-CAS-WHE-8X1""",PCS,Solid Rubber Wheel 8 X 1,Building Materials,,
4452,PYE-FIL-WAL-PUTTY-1.5KG-B,TIN,PYE Wall Filla E Putty 1.5KG (yellow Cap),Paint & Sundries,,
6509,TOO-CHI-WOO-ARA-STC002-B,PCS,5/8 Aracut Impact Hdl Wood Chisel,Power Tools,,
3192,TOO-ELE-GUN-R'KEY-3802-30W,PCS,30W R'key Electric Soldering Iron - 3802,Home Appliances,,
7177,AER-COL-WAT-TAP-FEMALE,PCS,Aerico Cold Water Tap (female),Other,,
7560,"DRI-AUG-BIT-1/4""X200",PCS,1/4 X 200 Star-m Auger Bit (b),Power Tool Accessories,,
5668,NUM-80MM-0,PCS,Venus Home Numbering 80MM - 0,Signage & Numbering,,
5700,NUM-80MM-I,PCS,Acp Alphabet 80MM - I,Signage & Numbering,,
