source_position,item_code,uom,display_name,category,detected_brand,detected_model
5271,PUT-CAR-T9,TIN,2.5L T9 Putty Grey,Paint & Sundries,,
6612,SHH-ROD-ET602,PCS,Exori Trevally Solid Rod 180 (602) 6'0,Fishing & Tackle,,
6481,SKI-JNT-COM-SUR-25KG,TIN,25KG Joint Compound - Scp,Other,,
5386,WOR-MARK-X-BAT,PCS,Worker/mark-x Battery Pack Only (cordless Drill),Power Tools,,
6649,SHH-ROD-ET562,PCS,Exori Trevally Solid Rod 165 (562) 5'6,Fishing & Tackle,,
6453,PVC-STRAPPING,COIL,Strapping,Packaging,,
5534,TOO-PLI-RIV-STA-69646,PCS,"Riveter 3 NOSEPIECES-(1/8"",5/32"",3/16"")",Power Tools,,
7223,TAP-SKC-UNC-16MM,SET,Skc Hand Tap Unc 5/8,Plumbing,,
5467,TOPLUS-432-07L,CAN,7L Toplus Emulsion 432 Strawberry Crush,Paint & Sundries,,
5451,COV-JAC-L/B-L,PCS,L/blue Jacket (r) : L,Outdoor & Garden,,
