source_position,item_code,uom,display_name,category,detected_brand,detected_model
6584,RAI-SUI-SUP-L,PCS,Supersonic PVC Rain Suit Trouser : L,Curtains & Blinds,,
6637,TOO-PLI-DIA-STA-150,PCS,6 Diagonal Cutting Plier,Hand Tools,,
6635,SHH-NYL-NET-12,PCS,Automatic Nylon Fishing Mesh Net 12 Hole,Fishing & Tackle,,
5916,SMR-TCT-HOL-SAW-32MM,PCS,Smr Tct Holesaw 32MM,Power Tool Accessories,,
6675,"AER-STA-CER-10""",PCS,Aerico 10 Standard Ceramic,Other,,
6673,TOO-VIC-TAB-50MM,PCS,2 Table Vice,Hand Tools,,
6715,TOO-WRE-ADJ-STA-STMT87431-8,PCS,6 Adjustable Wrench,Hand Tools,,
7314,"ELE-D/L-222/6""-WH",PCS,Surface Downlite 222/6 Wh,Electrical,,
7294,X-BOS-2608-587-165,PCS,Ceramic Expert Drill Bit 10 X 90MM,Power Tool Accessories,,
6712,SHH-ROD-777S150,PCS,"777 Sin Solid Rod 150 (5'0"") Fishing Rod (4+1)(MIX Clr)",Fishing & Tackle,,
