source_position,item_code,uom,display_name,category,detected_brand,detected_model
4138,LOC-OLP-LTS70,PCS,70MM Olpha Brass Hammer Type Pad Loc,Hand Tools,,
6103,JAC-BOT-CNN-R03TON,PCS,China Bottle Jack - 3.0 Ton,Lifting & Rigging,,
6214,TOO-CLA-F-ATB120X600,PCS,24 X 120MM Arrow F Type Wood Clamp,Hand Tools,,
5224,DOR-BELL-CIMA-DC-6417-WHI,SET,Cielo 6417 Door Bell - White,Doors & Hardware,,
6865,FIT-UPVC-TEE-160MM,PCS,U-pvc Tee 160MM 6,Plumbing,,
3768,KGR-OXI-WOO-5L,TIN,5L 806 Dark Brown Wood Preser Vative (stove Brand),Home Appliances,,
3803,WAL-DOW-NF-1801/10OP,PCS,10 Outdoor Gate Lamp (globe Shape),Lighting,,
5058,TOO-PLI-CRI-STA-SET-998484253,PCS,9 Crimping Pliers Set,Power Tools,,
7009,SPR-GALAXY-WTRPRF-400ML,CAN,Galaxy Waterproof Solution Spray 400ML,Fasteners & Fixings,,
5019,TOPLUS-288-07L,CAN,7L Toplus Emulsion 288 Gadis Cantik,Paint & Sundries,,
