source_position,item_code,uom,display_name,category,detected_brand,detected_model
5079,SAF-SLI-GLO-1TON4M,LGTH,Webbing Sling (glolift) 25MM 1 Ton X 4M,Lifting & Rigging,,
7455,TOO-CUT-CAL-SHE-200MM,PCS,Sr Shell Cable Cutter 8,Electrical,,
2914,TOO-ELE-GUN-RKEY-3802-40W,PCS,40W R'key Electric Soldering Iron - 3802,Home Appliances,,
5089,TOO-COM-IRO-BUL-22MM,PCS,22MM Iron Bull Spanner,Hand Tools,,
7435,GUN-TAC-REF-TR45-06MM,SET,"1/4""/6MM Sharpshooter Staples Bullet",Fasteners & Fixings,,
7486,NOZ-GEL-250G,TIN,Nozzle Gel (250G),Power Tool Accessories,,
6100,ELE-CON-SPR-25MM,EA,Conduit Spring 25MM *70CM,Electrical,,
6075,"GAR-SAW-MAR-14""",PCS,M'man Pruning Saw 2116,Outdoor & Garden,,
7761,SWI-SOC-LGL-S20,PCS,15A Socket,Electrical,,
5202,IND-PLU-BOB-500G-PCK,PCS,500G Plumb Bobs (pack),Building Materials,,
