source_position,item_code,uom,display_name,category,detected_brand,detected_model
6229,KGR-KIM-300ML-9213,TIN,300ML Kangaroo Kimtone 9213,Paint & Sundries,,
4461,SHO-HEA-05375(H),SET,Esh 509 Shower Head 05375,Bathroom,,
5966,GAR-HOE-LONG-KANG,PCS,Longkang With Metal Handle,Doors & Hardware,,
4499,GAR-HOE-CANG-KUL-SHORT,PCS,Short Iron Mini Hoe,Home Appliances,,
6932,TOO-CLA-G-RED-125,PCS,G-clamp (red) 5,Hand Tools,,
6827,"CUT-DIS-AKODA-4""-A1",PCS,Akoda 4 Diamond Blade Dry A1,Abrasives & Cutting,,
7430,DRI-MIX-SDS-CEM,PCS,20 X 500MM Metal T Type Sds Mixer BAR,Power Tool Accessories,,
6857,AIR-DUSTER-MN10-00153L,PCS,Mn 10 Aluminium Air Duster 00153L,Automotive,,
6948,TOO-FIL-MET-SENSUI-SNF003-B,PCS,8 Sensui Metal Half Round File,Hand Tools,,
5006,IND-CAS-NYL-50MM,SET,2 IN White Nylon Caster Wheel,Building Materials,,
