source_position,item_code,uom,display_name,category,detected_brand,detected_model
5703,SAF-SLI-GLO-1TON2M,LGTH,Webbing Sling (glolift) 25MM 1 Ton X 2M,Lifting & Rigging,,
7266,RAI-BOO-BLA-RUB-39,PAIR,8835 Black Rubber Shoes 39,Curtains & Blinds,,
7355,CAR-COO-GRN-500ML,EA,Aa Car Care Coolant 500ML (green),Automotive,,
5069,FLO-PVC-NO-436-05,MTR,PVC Flooring No. 520-01,Flooring,,
5070,FLO-PVC-NO.24803,MTR,PVC Flooring No. 524-10,Flooring,,
5071,FLO-PVC-NO.25106,MTR,PVC Flooring No. 486-04,Flooring,,
7336,TOO-SPA-BEN-06MM,PCS,Bend Spanner 1/4,Hand Tools,,
7612,ELE-WOO-BLOCK-9X12,EA,Wood Block 9 X 12,Electrical,,
5851,CAR-WAX-WAS-PRE-500ML,PCS,Aa Care Care Wash&wax (premium) 500ML,Automotive,,
7381,RAI-MCB,PCS,Din Rail Aluminium 1M,Curtains & Blinds,,
