source_position,item_code,uom,display_name,category,detected_brand,detected_model
6880,IND-CEM-EC-1KG,KGS,Ec Bonding Powder 2 IN 1 1KG,Building Materials,,
7252,FIT-GAL-TEE-18MM,PCS,Galvanised Tee (130) 18MM,Plumbing,,
5971,IND-WIR-MES-PVC-11231,FTS,PVC Coated Wire Mesh 1 X 1/2 X 3,Electrical,,
7711,ELE-COV-ELCB-(S),EA,Tc Elcb Cover,Electrical,,
6936,FAS-ANC-PJA-12100,PCS,Sh P. J. Anchor 1/2 X 4 (PCS),Fasteners & Fixings,,
6440,FAS-BOL-EXP-0875,PCS,Sh Expansion Bolt M8 X 75,Fasteners & Fixings,,
7513,FAS-ANC-PJA-0980,PCS,Sh P. J. Anchor 3/8 X 4-1/2 (PCS),Fasteners & Fixings,,
6575,FAS-BOL-EXP-0865,PCS,Sh Expansion Bolt M8 X 65,Fasteners & Fixings,,
7758,"BNW-BOL-U-ZP1/4X2""",PCS,Zp U-bolt 1/4 X 2,Fasteners & Fixings,,
7755,O-RING-7-11-RED,PCS,O-ring 7-11 (red),Other,,
