source_position,item_code,uom,display_name,category,detected_brand,detected_model
6723,DOR-RUB-SEAL-TRANS-BSDT100,ROLL,Bossman Silicone Door Seal 100CM - Transparent,Chemicals & Adhesives,,
7403,IND-SCP-PUT-15075(08),PCS,Br 2600 8 S/steel Putty Knife,Hand Tools,,
6151,NUM-60MM-6,PCS,Acp Numbering 60MM - 6,Signage & Numbering,,
7405,NUM-60MM-8,PCS,Venus Home Numbering 60MM - 8,Signage & Numbering,,
7424,NUM-60MM-G,PCS,Acp Alphabet 60MM - G,Signage & Numbering,,
7425,NUM-60MM-T,PCS,Venus Home Numbering 60MM - T,Signage & Numbering,,
4505,PUM-OIL-PVC-4GAL,PCS,4 Gal Korea Oil Pump,Pumps & Water,,
7402,IND-CAS-GLI-RIG-50MM,EA,2 IN Glide Rigid Caster Wheel,Building Materials,,
6238,TOO-HAN-SPA-T10MM,PCS,T Handle Spanner 10MM,Hand Tools,,
5910,LOC-TRI-261,PCS,261 Tricycle Pad Lock,Locks & Security,,
