source_position,item_code,uom,display_name,category,detected_brand,detected_model
6762,CUT-KNI-AUK69,PCS,Arrow Heavy Duty Uility Knife,Abrasives & Cutting,,
5961,DOR-STO-TYSON8988,PCS,Tyson 8988 Magnetic Door Holder,Doors & Hardware,,
6776,"SHH-ROU-LAN-NET-12X1/2""",PCS,Round Landing Net 12 X 1/2,Fishing & Tackle,,
6869,GRA-CUT-BLA-4T,PCS,4T Blade Cut Grass Trimmer Head,Automotive,,
4927,CAR-TYRE-SHI-WHI-500ML,BTL,Aa Car Care Tyre Shine (white) 500ML,Automotive,,
6177,SMR-TCT-HOL-SAW-20MM,PCS,Smr Tct Holesaw 20MM,Power Tool Accessories,,
7397,ELE-BOX-MCB-08WAY,PCS,Tc 8 Way Mcb Box,Electrical,,
5900,BRA-EPO-FOL-400MM,PCS,Epoxy Folding L Bracket - 400/16,Chemicals & Adhesives,,
6079,KGR-KIM-300ML-9215,TIN,300ML Kangaroo Kimtone 9215,Paint & Sundries,,
6104,KGR-KIM-300ML-9212,TIN,300ML Kangaroo Kimtone 9212,Paint & Sundries,,
