source_position,item_code,uom,display_name,category,detected_brand,detected_model
7565,GUN-TAC-REF-TR45-08MM,SET,"5/16""/8MM Sharpshooter Staples Bullet",Fasteners & Fixings,,
7027,APR-PRO-WCPA,SHT,600MM X 2050MM Worker Chemical Protective Apron,Safety & Workwear,,
6383,"TOO-BAR-WRE-STR-24""",PCS,Gd Wrecking BAR (straight) 24,Power Tools,,
7558,WEL-NOZ-BOC-A3/64,PCS,Boc Cutting Nozzle - 3/64 (anme),Power Tool Accessories,,
7003,"CUT-SAW-ASUMA-18""",PCS,18 Asuma Hand Saw,Abrasives & Cutting,,
5400,IND-PLU-BOB-600G-PCK,PCS,600G Plumb Bobs (pack),Building Materials,,
7561,DRI-BIT-MA030,SET,35MM Asuma Tct Hole Saw Bit,Power Tool Accessories,,
6304,PUM-HAN-DP-145,PCS,Korea Acid Hand Pump -4 Gal,Pumps & Water,,
7089,IND-PLU-BOB-1000G,PCS,1000G Plumb Bobs,Building Materials,,
5407,RIG-HOO-SLI-09MM,PCS,Clevis Slip Hook 09MM,Lifting & Rigging,,
