source_position,item_code,uom,display_name,category,detected_brand,detected_model
7056,"TOO-WRE-PLU-5/8""",PCS,5/8 T Plug Wrench,Hand Tools,,
4451,PLA-SHE-27KG-36010,KG,36 X 0.10 Pe/ Sheet 27KG,Packaging,,
5436,RIG-HOO-GRA-09MM,PCS,Clevis Grab Hook 09MM,Lifting & Rigging,,
7051,OIL-FUN-7012,PCS,12 Funnel,Housewares,,
7167,IND-SCP-PUT-15075(12),PCS,Br 2600 12 S/steel Putty Knife,Hand Tools,,
7090,PLA-BAG-BLA-15X18,PCK,15 X 18 X 1KG PE (black),Packaging,,
7109,RAI-BOO-BLA-RUB-36,PAIR,8835 Black Rubber Shoes 36,Curtains & Blinds,,
7110,RAI-BOO-BLA-RUB-38,PAIR,8835 Black Rubber Shoes 38,Curtains & Blinds,,
7111,RAI-BOO-BLA-RUB-41,PAIR,8835 Black Rubber Shoes 41,Curtains & Blinds,,
4229,HOS-COU-BR-19MM,PCS,Br Hose Coupling 19MM,Outdoor & Garden,,
