source_position,item_code,uom,display_name,category,detected_brand,detected_model
7406,"SHH-PE.BAG-20""",PCS,P. E. Bags 20,Fishing & Tackle,,
7288,PLA-BAG-5X8X500G,ROLL,5 X 8 X 500G Hd/roll,Packaging,,
7422,"IND-IRON-HIN-3.1/2""",PCS,3 1/2 X 3MM Lorry Hinges,Building Materials,,
7579,EAR-CHA-PVC,PCS,Tc Earth Chamber,Other,,
6768,GAR-SPN-IRO-HAN-SHO,PCS,Mini Scope-sponge Handle,Doors & Hardware,,
7704,"DOR-BOL-MMAN-668#-4""",PCS,M'man 4 S/steel Bolt 668 - 4,Fasteners & Fixings,,
6533,NAI-COM-25MM-20KG,PCK,1 Wire Nail (PCK),Fasteners & Fixings,,
7550,IND-WHE-TYR-BEA-8126,PCS,8126 Wheel Barrow Bearing,Building Materials,,
7712,IND-GAL-WIR-PVC-30M,ROLL,30M Twist Tie Green PVC Wire,Electrical,,
7567,"OIL-FUN-8""-129",PCS,Betterware PVC Liquid Funnel 8 129,Housewares,,
