source_position,item_code,uom,display_name,category,detected_brand,detected_model
7511,ELE-BOX-MCB-14WAY,PCS,Tc 14 Way-n Mcb Box,Electrical,,
7042,TOO-FIL-BCC-200MM,PCS,Bahco Handy File 4-153-08-1-2,Hand Tools,,
7032,CAR-WAX-ANT-REPELL,PCS,Ant Repellent 500ML,Automotive,,
7114,TOO-CHI-STA-06MM,PCS,"1/4""/6MM Dynagrip Wood Chisel",Hand Tools,,
6385,"TOO-LEV-MAG-SENSUI-12""",PCS,12 Sensui (blue) Magnet Spirit Level,Power Tools,,
6945,SHH-ROD-777S165,PCS,"777 Sin Solid Rod 165 (5'6"") Fishing Rod (4+1)(MIX Clr)",Fishing & Tackle,,
7071,TOO-CHI-STA-10MM,PCS,"3/8""/10MM Dynagrip Wood Chisel",Hand Tools,,
7018,IND-DUS-GLO-240L-SHA,PCS,Glomax 120L Dustbin Shaft,Housewares,,
7495,ELE-EUR-20A-MCB,PCS,Euroguard Mcb 3P 20A,Electrical,,
6545,BLI-HSS-HOL-SAW-42MM,PCS,Navato Hole Saw Cutter 42MM,Power Tool Accessories,,
