source_position,item_code,uom,display_name,category,detected_brand,detected_model
6559,SAF-SHO-PAS-41#,PAIR,Passen Safety Shoe 41/7,Safety & Workwear,,
6560,SAF-SHO-PAS-44#,PAIR,Passen Safety Shoe 44/10,Safety & Workwear,,
6479,SAF-FULL-BOD-SUP,SET,Supersonic Full Body Harness,Safety & Workwear,,
7238,IND-GAL-WIRE-18#-ROLL,ROLL,18 X 20KG Wire,Electrical,,
5730,STAN-BAT-12V-N652342,PCS,Battery Charger 12V,Electrical,,
6478,ROO-SHE-POL-1MMX8',PCS,Polycarbonate 1MM X8,Building Materials,,
3506,SCP-PLA-EXT-25KG,PAIL,25KG Scp Exterior Skim Plasta,Paint & Sundries,,
6555,PEN-WAL-4.5KG,PAIL,Pentens Dr. Wall 4.5KG,Housewares,,
7249,BAT-DC-LB1220-1,PCS,DC 12V 2.0AH Lithium Battery,Electrical,,
6570,WEL-REG-IW-23AR,PCS,I-weld Argon Regulator,Welding,,
