source_position,item_code,uom,display_name,category,detected_brand,detected_model
6999,CAR-WAX-ARMOR-500ML,SET,Armor All 500ML Wash & Wax,Automotive,,
7002,CLO-SHRT-1094L-15,PCS,Golden Horse Working Shirt 1094L - 15,Other,,
7021,SAF-HEL-SUN-BRIM,PCS,Proguard Helmet Sunshade Brim,Safety & Workwear,,
7578,X-DOR-INS-KIT-2PCS,SET,2PC Sds Lock Installation Kit,Power Tool Accessories,,
6384,"TOO-BAR-WRE-STR-36""",PCS,Gd Wrecking BAR (straight) 36,Power Tools,,
7041,TOO-CHI-STA-08MM,PCS,"5/16""/8MM Dynagrip Wood Chisel",Hand Tools,,
4097,TAR-SHT-450#-B.GREEN,MTR,Canvas 450 (b. Green) 6 X 45M,Building Materials,,
7156,STR-NYL-12173,PCS,Br 6110 10M Japan Nylon Twine,"Rope, Chain & Netting",,
7614,TOO-DRI-SCR-SET-8928,SET,Micro Screw Driver Set- 8928,Fasteners & Fixings,,
4402,TOO-RUL-SSS-6289-1M,PCS,Steel Ruler 1M,Power Tools,,
