source_position,item_code,uom,display_name,category,detected_brand,detected_model
4141,PAI-BRU-WOO-080MM,PCS,Gd Wool Brush 80 MM,Paint & Sundries,,
7492,"DOR-BOL-RAI-6""",PCS,6 Rainbows Tower Bolt,Fasteners & Fixings,,
7664,FAS-SHE-EYE-RING-3#,PCK,3 Sheep Eye Ring (24 Pcs/pck),Fasteners & Fixings,,
7757,"DOR-TOW-BOL-3""",PCS,3 Aluminium Tower Bolt,Fasteners & Fixings,,
5740,DOR-HIN-BLA-75MM,PAIR,Iron Hinges Black 3 (PAIR),Home Appliances,,
7363,FAS-HOO-EYE-3#,PCK,3 Hook & Eyes (24 Pcs/pck),Fishing & Tackle,,
4809,STR-STA-8.0MM,MTR,PP Braided Fibre Rope 8MM,"Rope, Chain & Netting",,
4289,PAI-BRU-WOO-060MM,PCS,Gd Wool Brush 60 MM,Paint & Sundries,,
7763,GUN-GRE-NIP-STR-M8X1.0,PCS,S. K Straight Grease Nipple M8 X 1.0,Fasteners & Fixings,,
5717,DOR-HIN-BRI-065MM,PAIR,Iron Hinges Bright 2 1/2,Home Appliances,,
