source_position,item_code,uom,display_name,category,detected_brand,detected_model
5425,DOR-HIN-BRI-050MM,PAIR,Iron Hinges Bright 2,Home Appliances,,
7765,"FAS-ANC-FASTENIC-M6 X 1 1/2""",PCS,Fastenic Anchor Nail - M6 X 1 1/2,Fasteners & Fixings,,
4342,LAD-H/D-STRO-SS10,UNIT,S/sided H/d Ladder 10 Step,Ladders & Access,,
3207,PUM-WTR-ADELINO-ACM75,UNIT,Adelino Centrifugal Pump Acm 75,Pumps & Water,,
3599,LAS-MK-CON-9039,SET,Mr. Mark 05 Line Laser Level 360° Rotary Laser,Power Tools,,
4560,LAD-H/D-STRO-SS08,UNIT,S/sided H/d Ladder 8 Step,Ladders & Access,,
3481,JQB-ROAD-MATE-PRO,UNIT,Jqb Jump Starter Jumpxpress Roadmate Pro,Power Tools,,
4797,LAD-H/D-STRO-SS07,UNIT,S/sided H/d Ladder 7 Step,Ladders & Access,,
2720,MIR-KT8001-600,PCS,Mirror Kt 8001-600,Bathroom,,
2791,X-ELE-CEI-LIG-8711-60PCS,PCS,8711 L/ceiling Lamp With Remote Control - Dimmable,Lighting,,
