source_position,item_code,uom,display_name,category,detected_brand,detected_model
6773,IND-CAS-RIG6,PCS,Rigid Caster 6,Building Materials,,
6752,"SHH-ROU-LAN-NET-13""",PCS,Round Landing Net 13 PE Net,Fishing & Tackle,,
6753,"SHH-ROU-LAN-NET-14X1/2""",PCS,Round Landing Net 14 X 1/2,Fishing & Tackle,,
5734,X-TOI-CLEA-TC,PCS,Tc Toilet Cleaner,Chemicals & Adhesives,,
5819,WAT-FIL-FMS-WF0051-5WPMIX,SET,Watertec Water Filter 102 Starter Pack,Pumps & Water,,
4861,DOR-LOC-YEROY-60MM,PCS,60MM Yeroy Single Side Lock Cylinder,Locks & Security,,
5827,HOS-CON-00315K,PCS,1/2 X 1/4 Water Filter Connector,Pumps & Water,,
4400,"TOI-CON-4""X2""",NOS,WC Connector 4 X 2,Bathroom,,
4967,TOO-COM-IRO-BUL-25MM,PCS,25MM Iron Bull Spanner,Hand Tools,,
5841,TOO-PLI-LON-CT956L,PCS,46CM Charcoal Pliers (long),Power Tools,,
