source_position,item_code,uom,display_name,category,detected_brand,detected_model
6788,RAI-COA-SUP-XL,PCS,Supersonic PVC Rain Coat : XL,Curtains & Blinds,,
7396,"DRI-AUG-SDS-1""",PCS,1 Sds Plus Auger Bit,Power Tool Accessories,,
6109,SMR-TCT-HOL-SAW-28MM,PCS,Smr Tct Holesaw 28MM,Power Tool Accessories,,
6806,IND-CAS-RIG8,PCS,Rigid Caster 8,Building Materials,,
6793,CAR-MULT-CLEA-500ML,BTL,Aa Car Care Multi Purpose Cleaner 500ML,Automotive,,
7342,ELE-RENO-63A-3P-MCB,EA,Reno 63A 3P Mcb,Electrical,,
7352,VAL-FOOT-BRA-VIP526,PCS,Spring Foot Valve: Brass (526) Vip 1.0,Plumbing,,
4491,"TOO-SPA-BEN-3/8""",PCS,3/8 Iron Bender,Home Appliances,,
6781,CAR-WAX-DSL,PCS,Serai Wangi Serbaguna 1L,Automotive,,
6209,SMR-TCT-HOL-SAW-26MM,PCS,Smr Tct Holesaw 26MM,Power Tool Accessories,,
