source_position,item_code,uom,display_name,category,detected_brand,detected_model
7588,CAB-PVC-FLE-CON-25MM,MTR,"Cable 25MM PVC Flexible Conduit, White 40M (MTR)",Electrical,,
4808,STR-STA-3.0MM,MTR,PP Braided Fibre Rope 3MM,"Rope, Chain & Netting",,
7735,HOS-TAP-STO-RUB-5114,PCK,5114 Techplas Tap Stopper Rubber Washer,Fasteners & Fixings,,
7740,BNW-BOL-HTM-M06-50MM,PCS,H/t Bolt - M 06 X 50MM,Fasteners & Fixings,,
2767,JQB-FUSION-1000,UNIT,Jqb Power Station Fusion 1000 (ac 1000),Power Tools,,
2819,JQB-FUSION-500,UNIT,Jqb Power Station Fusion 500 (ac 600),Power Tools,,
3856,WEL-MAC-MIG-MINI-200A,UNIT,Fighter Inverter MIG Machine 200A,Welding,,
3967,WEL-MAC-FIG-TIG-200,UNIT,Fighter Inverter TIG Machine 200A,Welding,,
3036,PUM-WTR-ADE-AWJ2-5,UNIT,Adelino S/s Mul. Stage Centrifugal Auto. Pump,Pumps & Water,,
4047,WEL-MAC-IWE-TIG-220A,UNIT,I-weld Inventer TIG Machine TIG 220A,Welding,,
