source_position,item_code,uom,display_name,category,detected_brand,detected_model
4764,FLO-PVC-NO.377-04,MTR,PVC Flooring No. 510-11,Flooring,,
7174,SHH-LSTFIS-BIG,PCS,Lst Fishing Lure (big),Fishing & Tackle,,
7264,IND-DUS-GLO-120L-CLIP,SET,120 Litre Dustbin Clip,Housewares,,
5527,SCA-PVC-HAN-05KG,PCS,5KG PVC Hanging Scale,Housewares,,
6393,CHI-FOO-4712P,PCS,12 Food Container For Chicken W/partition,Outdoor & Garden,,
4483,SCP-FIL-WOO-TEAK-500G,CAN,500G Skim Wood Filla (teak),Paint & Sundries,,
6375,SCP-TOI-CONCR-CLE-500ML,BTL,500ML Scp Concrete Cleaner,Chemicals & Adhesives,,
7268,"SHH-PE.BAG-30""",PCS,P. E. Bags 30,Fishing & Tackle,,
5829,NUM-60MM-0,PCS,Venus Home Numbering 60MM - 0,Signage & Numbering,,
5830,NUM-60MM-F,PCS,Acp Alphabet 60MM - F,Signage & Numbering,,
