source_position,item_code,uom,display_name,category,detected_brand,detected_model
5151,TOO-COM-IRO-BUL-30MM,PCS,30MM Iron Bull Spanner,Hand Tools,,
5852,"DOR-SPO-WOO-10""",SET,1-3/4 X 10 Wooden Plane Block Blade,Doors & Hardware,,
6931,"SHH-ROU-LAN-NET-19""",PCS,Round Landing Net 19 PE Net,Fishing & Tackle,,
7466,PITL-GAU-SCRE,SET,52PCS Screw Pitch Gauge,Fasteners & Fixings,,
6038,X-TOO-PLI-SLI-STA-200,PCS,8 Maxgrip Bi-material Slip Joint Pliers,Power Tools,,
6944,SHH-NYL-NET-10,PCS,Automatic Nylon Fishing Mesh Net 10 Hole,Fishing & Tackle,,
5278,TOO-COM-GD33,PCS,Gd Combination Wrench 33MM,Hand Tools,,
6115,TOO-HAN-L-STA-998686493,PCS,1/2 L- Handle,Doors & Hardware,,
6990,"SHH-ROU-LAN-NET-18X1/2""",PCS,Round Landing Net 18 X 1/2,Fishing & Tackle,,
6986,MER-M800,CAN,Fiber X 0.28KG,Building Materials,,
