source_position,item_code,uom,official_image_url,image_sha256,image_px_w,image_px_h,image_bytes
1067,"FAN-CEI-KDK-K12UX-48""",PCS,https://www.kdk.com.my/wp-content/uploads/2020/07/Remote-Control-Type-K12UX.jpg,8018b7f8a76a17538b29218398a446d441bf1daa516e1d3decad6f3d62083791,600,388,7537
1089,NIP-SPO-LES-5L-T,CAN,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/spot-less-plus-matt-best-in-class.webp,98a72a763e0729d74ced7e1cbd9a6d36830a4c7f080679a9726b5aa45eba32df,1000,1000,290946
1099,TOR-ENE-LED-2AA,PCK,https://eveready.com/apac/malaysia/wp-content/uploads/sites/10/2025/12/EVEREADY-Brilliam-Beam-2AA.png,edeaad5efe9435be4cce006899ea3e39bdf25d57779aa57e0af467a351c72111,800,800,367185
1103,BOS-2608-595-077,PCS,https://www.bosch-pt.com.my/binary/ocsmedia/optimized/800x800/o168698v82_2608595077A_bo_pro_u_f_1.png,2a719c3171ed9eda578e5220d784830cdb4300e25fc70ab335458aaf2098d1f8,62,800,98493
1139,BATH-CBFAL5568,PCS,https://cabana.com.my/images/virtuemart/product/CBFAL5568-01.jpg,a788c7cb3b386fe07f57e5c398f6953eb8fc0363c93c183efb7d48d1a1f5278e,3334,3334,1022046
1158,BATH-CBFAL66633-WHI,PCS,https://cabana.com.my/images/virtuemart/product/CBFAL66633-01.jpg,92adc7cbf925ea87cb1340f3da78c3fb517ba7106960f197b1b8802e4d95e0b6,3334,3334,548982
1159,BATH-CBFAL66634-BLK,PCS,https://cabana.com.my/images/virtuemart/product/CBFAL66634-01.jpg,bea4bb0e4697f47dc8cd1839659beffc944926ed84c4e0f0e95daaad1639fb19,3334,3334,528080
1171,BATH-CBFAL66627-BLK,PCS,https://cabana.com.my/images/virtuemart/product/CBFAL66627-01.jpg,32b01bd33a87a30bc9c03dd4ce776bc7231bfbb2e4c20fdba0027208684e199a,3334,3334,168754
1208,SIN-CAB-CKS317,PCS,https://cabana.com.my/images/virtuemart/product/CKS317.jpg,afc528c98be446207f2014ce63be365462ff798d29fffca7358dc154f4f79dc1,800,800,66122
1210,TOI-TRP-WC-CWC7603-S-SH(250MM),PCS,https://cabana.com.my/images/virtuemart/product/CWC7603-01.jpg,d42cecd2dabd2e89172433e5b11d7f0a574d93a7e25252082e53d8f79b83696b,3334,3334,500025
1212,BATH-CBF3612,PCS,https://cabana.com.my/images/virtuemart/product/CBF3612-01.jpg,5fb6760045447a221a07b59fa9756680f7945a425dfd63dacd2ae7aa76b5d015,3334,3334,746316
1267,TOI-TRP-WC-CWC7601-RL-S(250MM),PCS,https://cabana.com.my/images/virtuemart/product/CWC7601-01.jpg,6454ee4930955f79bf08738ddf7643db19f96e9e992b1b6518391c2924d32eec,3334,3334,126335
1294,GRA-SOR-SRT382-6,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRT382-6%20TD-01.jpg,c37391760683989fc831d46f0d85398932d986eb8dcc6c4e30a9a8bac568c359,3334,3334,184580
1298,SIN-CAB-CKS319,PCS,https://cabana.com.my/images/virtuemart/product/CKS319.jpg,77266b30fa34c1e5359b3741e369ebe1abac7d998bf14930f6b309a22b83c38a,800,800,76601
1308,VAL-ANG-SRTWT908SS,PCS,https://sorento.com.my/images/stories/virtuemart/product/SRTWT908SS-01.jpg,a09d84174be777e0da8b79a09d9c468a5d528d2e89df3f38ff7393bc5bdc3cea,2083,2083,240072
1323,SHO-CAB-CSS8801,PCS,https://cabana.com.my/images/virtuemart/product/CSS8801-01.jpg,0f397344602398cb0e8c73af46178abb52e7e4382c1547648bd1085fb2644730,3334,3334,380247
1324,SHO-SAN-SSP-6005503SS,PCS,https://saniware.com/wp-content/uploads/2025/05/ssp-6005503ss.png,d7036b188d43da729261b5e75d0dcb70b29642d4a313f55392639604e13d9a34,1587,2245,219126
1325,TAP-CAB-CB4942-BL,PCS,https://cabana.com.my/images/virtuemart/product/CB4942-BL.jpg,eb3566bb981bec24cf48ff9bf70a43f65f165739a6ed415229edb6ae31d2222e,800,800,45587
1352,"FAN-WALL-KDK-KU408-16""",PCS,https://www.kdk.com.my/wp-content/uploads/2020/07/product-mobile_Wall-Fans_KU408-1.png,4551a3827d0e008dad52527c2ea582ce665d1ced2163f9931c57ca9d37a74967,870,650,34300
1359,TAP-CAB-CB4944-CR,PCS,https://www.cabana.com.my/images/virtuemart/product/CB4944-CR.jpg,f4abdee3117a64ce2589144f29fb6ae1b1f340fc46b3711a6fbd27f5ca537115,800,800,46063
