source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
1533,ELE-CEI-LIGY007/500/96-3CL,PCS,Ceiling Light 3CLR Y-007-500-96W,Lighting,,3CLR,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""Y-007 LED ceiling light 96W"" via Bing HTML fallback returned bot-degraded unrelated results (YouTube/Wikipedia junk); primary websearch API returned HTTP 429 on every call this sitting; DuckDuckGo html+lite captcha-walled; Ecosia 403; Mojeek 403. Unbranded house ceiling light (prefix LIGY007), 96W 3-colour; no official or authorised product page identifiable; no image invented. p:none]",Email lighting supplier for Y-007-500-96W (3-colour) datasheet + hi-res photo or shoot in-store; identify brand behind Y- prefix
1483,FAN-WALL-BWF-8051R,SET,Butterfly 8 Wall Fan W Remote Control (black),Fans & Ventilation,,BWF-8051R,verified_pass,1,3,2,https://mybutterfly.com.my/product/8-wall-fan-bwf-8051r/,https://mybutterfly.com.my/wp-content/uploads/2025/09/BWF-8051R-scaled.jpg,2560,2560,203887,3bf2e3a2471cf41cf07b31f8f0afb2a58d5bbd96bd7671393acc6ace8719b0b1,medium,yes,yes,SET matches one complete fan with remote sold as one unit,unknown,candidate,pass,green,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:candidate/verify:pass log[q:""Butterfly BWF-8051R wall fan remote Malaysia"" websearch hit official brand site mybutterfly.com.my top result. p:https://mybutterfly.com.my/product/8-wall-fan-bwf-8051r/ full HTML fetched; title verbatim '8 WALL FAN [BWF-8051R]'; WooCommerce gallery data-large_image captured from HTML = wp-content/uploads/2025/09/BWF-8051R-scaled.jpg (2560x2560 SKU-specific shot, not family hero). model-quote:""BWF-8051R"" from page title/alt text. Display colour '(black)' appears nowhere on official page so finish unverifiable -> medium confidence.] verifier[Genuine Butterfly product page titled '8-INCH WALL FAN [BWF-8051R]' with 'Colour : Black' and '3 Speeds with remote control'; image BWF-8051R-scaled.jpg names the exact model.]",
1549,ELE-CEI-LIG-3004/96W 3CLR,PCS,Ceiling Light 3CLR 3004-96W,Lighting,,3CLR,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""3004 ceiling light 96W 3 color Malaysia"" via Bing HTML fallback returned keyword-degraded generic protocol pages (no signal); primary websearch HTTP 429 throughout sitting. Unbranded 96W 3-colour ceiling light model 3004; nothing official identifiable; no image invented. p:none]",Ask lighting supplier for model 3004-96W 3-colour ceiling light catalogue photo/datasheet or shoot in-store
1504,GAS-STO-HM-HGB-811,UNIT,Homa Plus Cast Iron Stove (5.5KG)-HGB811,Home Appliances,,HGB811,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""Homa cast iron stove HGB811 Malaysia"" websearch -> only homa.pt (Portuguese homeware chain) and haemoglobin medical pages; q:""HGB-811 gas stove Malaysia"" via Bing HTML fallback -> haemoglobin medical results (keyword-degraded), nothing relevant. No findable official/authorised Homa Plus cast-iron stove source; pending. p:none]","Email/phone gas-stove importer (e.g. Butterfly Traders M Sdn Bhd Penang who carry cast-iron stoves) for HGB811 spec sheet + photo, else shoot in-store"
1505,GAS-STO-WGC-7532,SET,Warehouse Gas Cooker,Home Appliances,,WGC-7532,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""WGC-7532 gas cooker"" via Bing HTML fallback returned unrelated ChatGPT/GitHub pages (bot-degraded); primary websearch HTTP 429. Display name says Warehouse Gas Cooker - unbranded house item; no identifiable official product exists; never invent an image. p:none]",Shoot in-store; request WGC-7532 catalogue photo from warehouse gas cooker supplier
1592,ELE-CEI-LIG-616/120W-3CLR,PCS,Ceiling Light 616-120 3CLR,Lighting,,3CLR,open,1,1,2,,,,,,,,,,,unknown,pending,,,seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[No working general search available for this SKU this sitting: primary websearch API HTTP 429 on all attempts; Bing HTML/DuckDuckGo/Ecosia/Mojeek blocked or serving unrelated bot-degraded results (control-query evidence logged under ordinals 6713 and 6715). Generic 120W 3-colour ceiling light model 616; brand not attributable without search. p:none q:(none issued - prior-page reuse attempt)],Ask lighting supplier which brand makes the 616 120W 3-colour ceiling light; get datasheet/photo or shoot in-store
1293,GAR-SHE-SB525-3M,PCS,Telescopic Tree Prunner Saw 3M,Outdoor & Garden,,SB525,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""SB525 telescopic pruner saw"" via Bing HTML fallback returned YouTube homepages and unrelated pages (bot-degraded, zero signal); primary websearch HTTP 429. No brand identifiable from item card alone; pending. p:none]",Request SB525 3M telescopic pruner saw photo from garden-tool importer/supplier or shoot in-store
1591,ELE-CEI-LIG-613/120W-3CLR,PCS,Ceiling Light 3CLR 613-120W,Lighting,,3CLR,open,1,1,2,,,,,,,,,,,unknown,pending,,,seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[Same degraded-search conditions documented under ordinal 6713: websearch API HTTP 429 throughout; Bing/DDG/Ecosia/Mojeek unusable. Generic sibling of the 616-120W ceiling light; nothing conclusive; no image invented. p:none q:(none issued - prior-page reuse attempt)],Ask lighting supplier for 613-120W 3CLR ceiling light datasheet/photo or shoot in-store
1809,LOC-COL-RK503,SET,Colex Key-a-like Anti Cut Padlock RK-503,Locks & Security,,RK-503,open,1,1,2,,,,,,,,,,,unknown,pending,,,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:pending log[q:""Colex RK-503 padlock key-a-like anti cut Malaysia"" websearch found esales.com.my product page; engine-fetched excerpt quoted COLEX RK503 ANTI CUT PADLOCK / Colex Anti-Cut Series Padlock Code RK 503 / 50mm x 3 unit x Key Alike System referencing image https://esales.com.my/wp-content/uploads/2021/05/d2fb2166f48352a1ab13b412c4efb3771458209031.jpg. p:https://esales.com.my/product/colex-rk503-anti-cut-padlock/ direct open blocked HTTP 401 bot-wall so page and authorised-distributor status could not be verified. Remaining hits Lazada/Shopee/Youbeli/Litaventure series listing are marketplace-only or family-level (forbidden as final source). Not accepted; permission path required.]",Email Esales Trading via esales.com.my contact form requesting written permission + original hi-res RK503 photo and confirmation they are an authorised Colex distributor; else shoot in-store
2109,BOS-F016-800-361,PCS,Extension Hose For Aqt 35-12/ Aqt 37-13,Electrical,Bosch,,verified_pass,1,3,2,https://www.bosch-diy.com/my/en/p/extension-hose-6m-135-bar-f016800361,https://www.bosch-diy.com/imagestorage/en-my/extension-hose-6m-135-bar-34841-hires-png-rgb-oneux-126059_w_800_h_418.png,3200,1800,2456224,f0039598bb3d6f0ef49314d5ad3ff7678824b7231531bab2b3c0b0afaf3aad04,high,yes,yes,PCS matches single accessory sale,unknown,candidate,pass,green,"seed: action=reopen; prior_decision=pending; prior_source=g2500 | r1:candidate/verify:pass log[q:""Bosch F016800361 extension hose AQT"" websearch hit official Bosch DIY Malaysia PDP top result. p:https://www.bosch-diy.com/my/en/p/extension-hose-6m-135-bar-f016800361 full HTML fetched; JSON-LD Product block contains sku F016800361 GTIN 3165140761215 and compatibility naming AQT 35-12 and AQT 37-13 exactly matching display name; og:image meta captured. model-quote:""F016800361"" from JSON-LD sku field on page. No colour claim on either side; single official accessory image.] verifier[Genuine Bosch DIY product page 'Extension Hose 6m (135 bar)' lists 'Order number F016800361' in technical specifications; image filename extension-hose-6m-135-bar is product-specific.]",
